donation_id,timestamp,campaign_id,donor_id,amount,ip,device_id,is_anonymous,donor_comment,comment_sentiment,is_fraud,velocity_1h_ip,velocity_24h_ip,unique_campaigns_1h_ip,avg_amount_ip,donor_history_count,donation_hour,donation_day_of_week,donation_month,is_weekend,category,campaign_age_days,time_since_last_donation
588,2025-06-27 17:30:01.059239,21,L_000604,161.66,203.58.216.196,bd2bb2a5-b93c-45b9-a3b2-b6bf9e446130,False,Help,neutral,False,0,0,1,0.0,0,17,4,6,False,Emergency,75.29582244489583,24.0
589,2025-06-28 00:58:01.059239,68,L_000607,6.66,139.243.90.31,1bb2270e-2630-47db-8587-0c7352a35523,False,You've got this!,positive,False,0,0,1,0.0,0,0,5,6,True,Medical,117.24305624119214,24.0
558,2025-06-21 05:45:01.059239,113,L_000614,20.64,195.36.115.201,08bf397b-582a-49a5-8927-e64406b57a91,False,So inspired by your story.,positive,False,0,0,1,0.0,0,5,5,6,True,Animals,97.90457244489583,24.0
448,2025-05-29 14:10:01.059239,33,L_000617,18.51,107.76.128.156,a786e834-0019-4b73-93c6-2d0629b879e5,False,Here's my donation,neutral,False,0,0,1,0.0,0,14,3,5,False,Education,73.64435253748843,24.0
442,2025-05-28 08:49:01.059239,93,L_000625,141.97,42.177.237.121,d3299b07-27da-4083-a955-c0602b8b5db4,True,So inspired by your story.,positive,False,0,0,1,0.0,0,8,2,5,False,Animals,18.437512259710648,24.0
319,2025-05-01 23:56:01.059239,95,L_000646,15.7,139.233.199.232,4a493763-6dd6-4c7c-ac35-0361b31cbe7e,False,asdf,negative,False,0,0,1,0.0,0,23,3,5,False,Medical,20.746644204155093,24.0
754,2025-07-31 05:01:01.059239,115,L_000647,93.23,81.222.63.131,c0f57e0d-e1f7-449a-b143-0e7a6fe60ca2,False,Wishing you all the best.,positive,False,0,0,1,0.0,0,5,3,7,False,Animals,11.675220593043981,24.0
789,2025-08-06 03:53:01.059239,95,L_000647,169.46,81.222.63.131,c0f57e0d-e1f7-449a-b143-0e7a6fe60ca2,True,You've got this!,positive,False,0,0,1,93.23,1,3,2,8,False,Medical,116.91122753748843,142.86666666666667
603,2025-06-30 13:03:01.059239,6,L_000665,97.89,43.87.128.142,7281ef30-34b0-422b-bd41-2fa59b26e3d9,False,So inspired by your story.,positive,False,0,0,1,0.0,0,13,0,6,False,Medical,7.98047522267361,24.0
473,2025-06-03 10:21:01.059239,102,L_000667,94.25,212.62.69.9,ac314deb-3aa2-457a-abbc-dde256d22518,True,So inspired by your story.,positive,False,0,0,1,0.0,0,10,1,6,False,Medical,25.118970593043983,24.0
420,2025-05-24 01:58:01.059239,50,L_000668,5.0,82.6.59.5,1456b413-b7c2-4fe1-866f-520a1abefc39,False,You've got this!,positive,False,0,0,1,0.0,0,1,5,5,True,Animals,14.397350222673612,24.0
814,2025-08-11 03:33:01.059239,68,L_000672,216.15,50.7.193.69,8abf3272-e07d-4481-86e3-afec48525e72,False,123,negative,False,0,0,1,0.0,0,3,0,8,False,Medical,161.35069513008102,24.0
795,2025-08-07 08:37:01.059239,127,L_000677,10.08,215.182.101.224,00fdb5c8-a427-48f3-b311-d2b47e4f5ac5,True,Good luck,neutral,False,0,0,1,0.0,0,8,3,8,False,Animals,143.33353077822917,24.0
145,2025-03-27 12:24:01.059239,61,L_000694,159.29,19.35.108.201,ba2e94a8-4568-4d5c-9d5d-50c46ef46180,False,Help,neutral,False,0,0,1,0.0,0,12,3,3,False,Medical,35.399352537488426,24.0
813,2025-08-11 00:56:01.059239,75,L_000702,91.94,69.83.226.249,cf0f5d1a-f871-435c-a8ab-4a325e64fb99,False,Funds,neutral,False,0,0,1,0.0,0,0,0,8,False,Emergency,183.9999428152662,24.0
819,2025-08-11 23:42:01.059239,47,L_000715,69.04,4.238.1.117,ab6bf1b5-b715-446e-acfb-b47d0ca8f838,False,Good luck,neutral,False,0,0,1,0.0,0,23,0,8,False,Emergency,108.2846766115625,24.0
576,2025-06-25 10:22:01.059239,127,L_000719,138.57,143.121.118.28,b5ee7cdb-bc09-4327-9044-6f5198f4538b,True,Help,neutral,False,0,0,1,0.0,0,10,2,6,False,Animals,100.40644744489583,24.0
337,2025-05-05 22:06:01.059239,62,L_000738,85.46,167.3.4.222,a81e7f83-9bc2-4ae9-9d9c-6b4c6c6cb669,False,Sending love and support.,positive,False,0,0,1,0.0,0,22,0,5,False,Emergency,59.0078016115625,24.0
397,2025-05-19 15:10:01.059239,20,L_000747,41.04,186.75.41.136,d24f785b-9b0b-47c6-bce3-8fbe86ceb134,False,Praying for you and your family!,positive,False,0,0,1,0.0,0,15,0,5,False,Medical,99.71610022267362,24.0
506,2025-06-10 20:09:01.059239,40,L_000751,32.45,70.215.48.190,004b25ba-fb2b-4d3f-bcd2-0780b4a9e19b,False,Wishing you all the best.,positive,False,0,0,1,0.0,0,20,1,6,False,Animals,18.882952074525463,24.0
755,2025-07-31 10:10:01.059239,137,L_000757,28.2,50.101.238.121,5b33de50-05ee-4e35-877a-1af75a46f1db,False,Funds,neutral,False,0,0,1,0.0,0,10,3,7,False,Emergency,90.32632013008102,24.0
285,2025-04-25 04:43:01.059239,51,L_000763,10.61,44.167.236.150,ae64ceee-1ce6-4e9c-9dd2-60e1e015baa1,False,Wishing you all the best.,positive,False,0,0,1,0.0,0,4,4,4,False,Education,63.461042352303245,24.0
480,2025-06-05 00:08:01.059239,112,L_000765,141.95,75.225.102.19,e9c811ce-5b30-45b9-b1a5-4ea8cb36522f,False,So inspired by your story.,positive,False,0,0,1,0.0,0,0,3,6,False,Medical,107.23893587082176,24.0
471,2025-06-03 00:14:01.059239,98,L_000774,16.07,204.171.230.160,446dfcf6-0d46-486d-859a-2525a0689db6,False,So inspired by your story.,positive,False,0,0,1,0.0,0,0,1,6,False,Medical,106.87699142637732,24.0
398,2025-05-19 20:51:01.059239,71,L_000791,107.12,165.150.226.195,3e3f26cc-8e42-4c55-9af2-5a82d0ffeb47,False,Wishing you all the best.,positive,False,0,0,1,0.0,0,20,0,5,False,Emergency,13.110961333784724,24.0
64,2025-03-12 09:12:01.059239,85,L_000794,253.13,17.7.123.184,1b142f90-b8bf-4b50-8e6f-219257ad5b9e,False,just testing,negative,False,0,0,1,0.0,0,9,2,3,False,Emergency,24.912465963414352,24.0
807,2025-08-09 20:09:01.059239,111,L_000800,163.9,148.18.54.230,d4357b4b-ce96-4b73-9917-f6fbb3a07208,False,Hope this helps reach your goal.,positive,False,0,0,1,0.0,0,20,5,8,True,Memorial,69.23078772267361,24.0
765,2025-08-02 07:46:01.059239,120,L_000807,153.76,119.129.162.54,45dc274f-ddb9-47f6-8758-41d3b98c1627,False,Help,neutral,False,0,0,1,0.0,0,7,5,8,True,Emergency,75.08473448193287,24.0
858,2025-08-20 19:37:01.059239,66,L_000807,81.22,154.202.55.47,df086d49-f2a0-4a74-8094-ade41303de4c,False,Hope this helps reach your goal.,positive,False,0,0,1,0.0,1,19,2,8,False,Medical,108.73904003748842,443.85
358,2025-05-11 02:32:01.059239,100,L_000811,147.66,123.75.76.200,c9f81656-7ec3-4738-9a15-6fcc23d6c2f6,False,Blessings to you all.,positive,False,0,0,1,0.0,0,2,6,5,True,Emergency,49.63349605600695,24.0
303,2025-04-28 13:01:01.059239,133,L_000816,106.05,2.153.222.250,3508422c-fa95-451b-a69a-c4144bed2792,False,Here's my donation,neutral,False,0,0,1,0.0,0,13,0,4,False,Medical,21.95831087082176,24.0
92,2025-03-17 09:18:01.059239,30,L_000819,152.39,36.51.180.205,9d9e39fc-9daf-4acb-8fc7-449f97a177ae,False,Funds,neutral,False,0,0,1,0.0,0,9,0,3,False,Medical,13.982037722673612,24.0
9,2025-03-01 08:59:01.059239,29,L_000837,133.06,199.116.153.178,7efdd9ab-f65d-48b0-a328-5fc61af61ea3,False,You've got this!,positive,False,0,0,1,0.0,0,8,5,3,True,Emergency,19.82557938934028,24.0
238,2025-04-15 17:14:01.059239,128,L_000840,152.22,92.19.129.39,e82e9f0a-163e-45ac-a2a6-23b638a40d60,False,Praying for you and your family!,positive,False,0,0,1,0.0,0,17,1,4,False,Education,32.72413263008102,24.0
