donation_id,amount,donation_time,donor_comment,donation_frequency_from_ip,device_type,geo_distance_from_campaign,is_donor_anonymous,campaign_age,label
don_000107,18.86,2025-08-25 04:04:13,For a better tomorrow.,4,tablet,267.9174681636745,False,298,0
don_000108,29.07,2025-08-30 02:06:07,For a better tomorrow.,8,mobile,299.4134136999322,False,113,0
don_000109,30.98,2025-08-10 04:20:54,Great cause! Happy to help.,0,desktop,1540.1118932208544,False,333,0
don_000110,6.41,2025-08-07 22:40:15,Great cause! Happy to help.,2,desktop,60.26956069923464,True,70,0
don_000111,62.97,2025-08-18 16:14:29,Keep up the good work!,3,tablet,955.885055654242,True,142,0
don_000112,392.64,2025-08-08 08:49:06,Hope this makes a difference.,2,mobile,14.602510716047343,True,114,0
don_000113,272.17,2025-08-26 17:01:20,,3,desktop,73.30627561413932,True,277,0
don_000114,4.15,2025-08-26 06:30:25,,2,mobile,360.76251403616055,True,301,0
don_000115,187.39,2025-07-31 13:15:59,For a better tomorrow.,2,mobile,991.5703218421534,True,326,0
don_000116,32.54,2025-08-29 14:25:16,Great cause! Happy to help.,1,desktop,1956.8265487902959,True,257,0
don_000117,86.12,2025-08-16 06:16:10,,1,tablet,501.7431369788298,False,349,0
don_000118,28.57,2025-08-24 05:52:01,For a better tomorrow.,0,mobile,68.50921203350356,True,65,0
don_000119,30.25,2025-08-01 11:17:32,,0,mobile,74.73003303375827,False,140,0
don_000120,8.83,2025-08-05 22:56:08,For a better tomorrow.,2,tablet,550.6445418261902,False,208,0
don_000121,59.45,2025-08-18 03:30:12,For a better tomorrow.,0,desktop,106.77549049754754,False,263,0
don_000122,12.45,2025-08-15 10:52:48,,0,desktop,64.27810674667626,False,242,0
don_000123,16.93,2025-08-12 03:34:56,For a better tomorrow.,1,tablet,226.49055775545926,False,60,0
don_000124,349.91,2025-08-03 08:05:16,,0,mobile,803.2471219130598,False,253,0
don_000125,34.55,2025-08-12 05:14:09,Hope this makes a difference.,1,tablet,1034.0673492440453,True,33,0
don_000126,91.98,2025-08-28 01:37:08,Great cause! Happy to help.,1,mobile,117.44951559076662,False,199,0
don_000127,15.73,2025-08-04 08:21:32,Keep up the good work!,1,mobile,481.500917029276,False,177,0
don_000128,15.61,2025-08-04 16:23:37,Hope this makes a difference.,1,desktop,145.4683109411986,True,61,0
don_000129,2.39,2025-08-24 02:49:12,Great cause! Happy to help.,3,mobile,56.68066927033169,False,65,0
don_000130,206.14,2025-08-03 21:14:19,,1,mobile,236.83249240123598,False,105,0
don_000131,1.74,2025-08-26 09:14:52,Keep up the good work!,0,desktop,194.36238062806788,False,198,0
don_000132,15.24,2025-08-06 15:07:18,Great cause! Happy to help.,0,mobile,1106.0399499715124,False,258,0
don_000133,9.04,2025-08-06 18:11:13,,3,tablet,45.466047258727926,False,256,0
don_000134,572.03,2025-08-23 14:20:39,,2,mobile,166.88109013085196,False,86,0
don_000135,111.88,2025-08-27 05:10:04,Hope this makes a difference.,2,mobile,220.1033798259031,False,323,0
don_000136,34.23,2025-08-08 12:59:13,For a better tomorrow.,1,tablet,82.94414629491294,True,147,0
don_000137,38.58,2025-08-13 09:24:49,Keep up the good work!,1,tablet,103.2458727272902,False,309,0
don_000138,12.25,2025-08-26 03:23:05,Hope this makes a difference.,1,tablet,371.70617505635136,False,325,0
don_000139,17.22,2025-08-29 23:20:00,Great cause! Happy to help.,2,tablet,253.6289968712152,False,278,0
don_000140,16.57,2025-08-21 01:35:30,,0,desktop,552.2797993408918,False,69,0
don_000141,81.98,2025-08-10 19:21:47,For a better tomorrow.,3,tablet,733.7368792060443,False,58,0
don_000142,16.82,2025-08-26 16:55:32,,1,tablet,138.8062917848029,False,276,0
don_000143,9.95,2025-08-10 06:57:29,Keep up the good work!,0,mobile,471.59982871467827,True,97,0
don_000144,71.26,2025-08-15 15:46:33,Hope this makes a difference.,0,desktop,328.0606890142638,False,117,0
don_000145,4.51,2025-08-19 21:27:35,,1,tablet,205.1918006902116,True,270,0
don_000146,16.08,2025-08-18 15:40:00,Hope this makes a difference.,3,mobile,265.37890675268886,False,351,0
don_000147,82.46,2025-08-21 19:01:25,For a better tomorrow.,4,mobile,656.2756817302537,True,249,0
don_000148,36.74,2025-08-25 15:37:11,,2,tablet,793.025055515934,False,324,0
don_000149,27.47,2025-08-22 10:37:11,,0,desktop,89.357599482759,False,295,0
don_000150,53.16,2025-08-06 09:34:49,Hope this makes a difference.,2,tablet,1048.6013336471663,True,70,0
don_000151,19.98,2025-08-12 13:25:52,Keep up the good work!,2,tablet,236.55978290886856,True,311,0
don_000152,3.51,2025-08-11 10:23:29,Keep up the good work!,2,tablet,1149.1699247752917,False,335,0
don_000153,21.72,2025-08-03 15:11:45,,1,mobile,1184.7478043548133,False,302,1
don_000154,11.45,2025-08-16 22:29:54,Great cause! Happy to help.,2,desktop,74.9884103082129,False,122,0
don_000155,46.73,2025-08-01 13:06:25,,4,tablet,82.24566006317043,False,259,0
don_000156,8.94,2025-08-29 02:01:46,Keep up the good work!,1,tablet,421.8567781930715,False,93,0
don_000157,12.42,2025-08-27 09:57:56,Great cause! Happy to help.,3,tablet,58.62194254938867,False,48,0
don_000158,155.15,2025-08-11 16:42:12,For a better tomorrow.,0,tablet,130.19651122237548,False,68,0
don_000159,19.42,2025-08-29 02:10:57,For a better tomorrow.,4,desktop,145.04184962970496,True,256,0
don_000160,9.3,2025-08-11 05:10:19,For a better tomorrow.,2,tablet,309.95375316058164,False,307,0
don_000161,17.89,2025-07-31 20:58:41,,1,tablet,441.222304554277,False,324,0
don_000162,623.22,2025-08-03 23:18:47,Hope this makes a difference.,0,mobile,1028.3467612703482,True,231,0
don_000163,38.67,2025-08-03 09:11:35,Great cause! Happy to help.,5,mobile,429.3510749262801,True,284,0
don_000164,6.62,2025-08-11 15:20:12,Hope this makes a difference.,4,tablet,2094.586994560353,False,303,1
don_000165,318.68,2025-08-03 19:07:38,,1,tablet,1268.153970481638,True,299,0
don_000166,35.41,2025-08-02 01:11:56,,2,desktop,204.13244315037056,False,298,0
don_000167,123.1,2025-08-16 13:34:38,Hope this makes a difference.,1,desktop,202.85694829508435,False,64,0
don_000168,92.08,2025-08-03 23:09:18,Keep up the good work!,2,desktop,668.7544758327828,False,295,0
don_000169,2.04,2025-08-25 11:38:08,Great cause! Happy to help.,1,tablet,301.14117528807753,True,88,0
don_000170,24.66,2025-08-12 01:53:44,Hope this makes a difference.,1,tablet,1231.6463676264063,True,215,0
don_000171,23.87,2025-08-14 01:02:59,,1,desktop,500.19538625892403,False,272,0
don_000172,23.98,2025-08-24 02:08:56,For a better tomorrow.,0,desktop,2884.0408075753794,False,269,1
don_000173,8.78,2025-08-10 22:12:15,Keep up the good work!,2,mobile,693.0681276079995,False,117,0
don_000174,42.0,2025-08-26 16:51:12,Great cause! Happy to help.,0,tablet,105.78521490440792,False,325,0
don_000175,27.85,2025-08-06 22:45:17,Hope this makes a difference.,0,mobile,319.39289664773196,False,130,0
don_000176,14.08,2025-08-28 05:54:49,Keep up the good work!,2,tablet,290.59073589379017,True,324,0
don_000177,37.63,2025-08-28 11:56:07,Great cause! Happy to help.,2,desktop,100.40254310431276,False,233,0
don_000178,6.12,2025-08-23 11:18:06,Keep up the good work!,2,tablet,84.89180164975531,True,125,0
don_000179,13.02,2025-08-12 07:42:45,Great cause! Happy to help.,2,mobile,125.4964869333525,False,114,0
don_000180,78.73,2025-08-23 11:39:13,For a better tomorrow.,0,desktop,54.96802930068641,False,125,0
don_000181,8.54,2025-08-20 06:51:34,Hope this makes a difference.,1,mobile,528.8495444602884,False,319,0
don_000182,21.74,2025-08-09 18:26:38,Great cause! Happy to help.,1,tablet,967.9181687269648,False,284,0
don_000183,25.15,2025-08-05 02:29:52,Keep up the good work!,2,mobile,114.6967051644904,False,53,0
don_000184,67.47,2025-08-05 05:31:58,Hope this makes a difference.,0,tablet,44.69356981522456,False,297,0
don_000185,22.84,2025-08-21 10:48:40,For a better tomorrow.,0,mobile,13.445267612158442,True,272,0
don_000186,48.98,2025-08-17 17:23:12,Great cause! Happy to help.,3,desktop,150.16312607363926,True,313,0
don_000187,7.38,2025-08-21 02:06:18,For a better tomorrow.,2,mobile,489.2811227735438,False,78,0
don_000188,147.83,2025-08-20 11:34:08,For a better tomorrow.,1,desktop,1482.6336105761018,True,248,0
don_000189,2.45,2025-08-23 04:43:24,Hope this makes a difference.,1,mobile,1014.2524638596619,False,71,0
don_000190,106.29,2025-08-03 03:42:51,Hope this makes a difference.,2,mobile,156.45027388824334,True,284,0
don_000191,31.91,2025-08-05 07:15:55,For a better tomorrow.,2,tablet,75.03720941535776,False,166,0
don_000192,7.06,2025-08-03 11:13:08,For a better tomorrow.,1,tablet,1228.4442638467785,True,295,0
don_000193,37.37,2025-08-20 01:41:17,For a better tomorrow.,0,tablet,429.62033443407796,False,84,0
don_000194,54.05,2025-08-16 23:54:59,Keep up the good work!,2,desktop,5.528364815848598,False,289,0
don_000195,4.29,2025-08-05 19:54:28,For a better tomorrow.,0,desktop,1151.3857644265909,True,46,0
don_000196,45.03,2025-08-12 14:18:21,,2,tablet,1229.1047803856507,False,151,1
don_000197,107.69,2025-08-09 19:49:08,Hope this makes a difference.,1,mobile,365.8584663113405,False,180,0
don_000198,21.81,2025-08-09 18:12:34,Hope this makes a difference.,1,desktop,246.57112846259417,False,305,0
don_000199,42.03,2025-08-26 13:25:06,,1,tablet,634.7819933193434,False,322,0
don_000200,65.94,2025-08-22 07:16:22,Keep up the good work!,3,tablet,120.99780662202366,False,85,0
don_000201,4.04,2025-08-07 07:55:28,Keep up the good work!,0,tablet,152.08465100279395,True,168,0
don_000202,16.6,2025-08-21 00:07:40,Keep up the good work!,2,mobile,736.8249795733674,True,261,0
don_000203,38.34,2025-08-09 10:22:45,Great cause! Happy to help.,0,mobile,39.055252896123505,False,342,0
don_000204,31.75,2025-08-14 01:07:44,Hope this makes a difference.,2,desktop,854.9118492855979,False,153,1
don_000205,277.26,2025-08-22 23:36:03,Great cause! Happy to help.,2,desktop,446.08043986173215,False,85,0
don_000206,13.84,2025-08-12 15:38:45,Keep up the good work!,1,mobile,1500.2453265613813,False,151,0
don_000207,24.61,2025-08-04 04:25:48,Keep up the good work!,1,desktop,390.33492307586823,False,25,0
don_000208,52.26,2025-08-22 00:53:06,Hope this makes a difference.,4,mobile,336.1088330856207,True,225,0
don_000209,68.9,2025-08-27 05:46:32,,0,tablet,2197.7792087026646,False,76,0
don_000210,55.45,2025-08-05 06:40:19,For a better tomorrow.,0,tablet,419.60145882295114,False,54,0
don_000211,42.49,2025-08-02 23:32:23,Great cause! Happy to help.,1,tablet,597.7052284464427,False,163,0
don_000212,56.6,2025-08-26 18:25:51,Hope this makes a difference.,5,mobile,882.7987706973266,False,276,0
don_000213,25.64,2025-08-01 05:47:39,Keep up the good work!,0,desktop,453.50432014390344,False,228,0
don_000214,19.66,2025-08-05 01:15:33,Keep up the good work!,0,tablet,595.8389748441185,True,123,0
don_000215,22.85,2025-08-12 00:00:08,Hope this makes a difference.,2,tablet,189.3801907088391,False,69,0
don_000216,187.99,2025-08-08 14:22:00,,1,tablet,1085.680829362135,True,213,1
don_000217,41.92,2025-08-20 06:06:25,For a better tomorrow.,1,desktop,12.351706872077612,False,353,0
don_000218,36.55,2025-08-24 02:24:47,For a better tomorrow.,4,tablet,257.02450131147043,False,97,0
don_000219,118.93,2025-08-23 21:25:24,Keep up the good work!,4,desktop,270.44209679557093,False,348,0
don_000220,220.41,2025-08-10 21:38:02,,1,desktop,218.95966579705825,True,306,0
don_000221,17.68,2025-08-19 23:50:45,For a better tomorrow.,1,desktop,133.03058297974837,False,125,0
don_000222,31.77,2025-08-03 08:54:55,,2,mobile,1497.478126869888,True,164,0
don_000223,43.86,2025-08-08 12:24:59,Hope this makes a difference.,1,desktop,270.2823870166949,False,257,0
don_000224,529.36,2025-08-18 22:08:09,Hope this makes a difference.,0,desktop,2364.7223430464064,True,191,1
don_000225,14.93,2025-07-31 15:06:41,For a better tomorrow.,1,tablet,524.4065297342801,True,240,0
don_000226,46.85,2025-08-19 11:28:28,For a better tomorrow.,1,desktop,124.54244931025337,False,191,0
don_000227,630.4,2025-08-13 09:35:03,For a better tomorrow.,0,desktop,756.1203787863983,True,263,1
don_000228,18.26,2025-08-22 14:43:24,Hope this makes a difference.,4,tablet,252.29092744694037,True,105,0
don_000229,27.07,2025-08-14 08:56:22,Hope this makes a difference.,2,tablet,845.9565014931576,False,121,1
don_000230,14.21,2025-08-21 01:26:22,Great cause! Happy to help.,2,mobile,47.97295148550687,False,347,0
don_000231,14.23,2025-08-27 12:07:02,Great cause! Happy to help.,2,mobile,1097.9790492400168,False,129,0
don_000232,63.57,2025-08-24 03:36:48,Keep up the good work!,1,desktop,262.5072499551324,True,251,0
don_000233,121.55,2025-08-08 00:57:05,,1,tablet,642.6277899985342,False,283,0
don_000234,12.07,2025-08-09 17:50:50,For a better tomorrow.,0,desktop,574.8350637986244,True,335,0
don_000235,32.79,2025-08-14 22:17:23,Keep up the good work!,0,tablet,952.5993115221024,False,241,0
don_000236,0.51,2025-08-11 02:14:24,Keep up the good work!,2,mobile,566.6269489614256,False,59,0
don_000237,11.65,2025-08-03 08:44:17,Keep up the good work!,1,mobile,1054.455717720179,False,208,0
don_000238,67.27,2025-08-28 15:23:39,Hope this makes a difference.,5,mobile,481.9682095110941,False,353,0
don_000239,125.27,2025-08-26 20:18:12,,1,tablet,1063.7731590260767,False,109,0
don_000240,27.1,2025-08-03 11:37:15,Keep up the good work!,2,desktop,851.7837110792861,True,206,0
don_000241,39.49,2025-08-15 17:58:34,Hope this makes a difference.,2,tablet,169.16367135592756,False,78,0
don_000242,41.65,2025-08-03 07:12:09,For a better tomorrow.,1,mobile,502.5687639707752,False,51,0
don_000243,35.01,2025-08-02 23:01:13,Hope this makes a difference.,2,desktop,715.7042403682415,True,25,0
don_000244,63.16,2025-08-28 21:12:59,Hope this makes a difference.,1,tablet,1344.3304877842756,False,146,1
don_000245,35.08,2025-08-23 16:05:56,For a better tomorrow.,0,mobile,1384.1269634193843,False,319,0
don_000246,19.38,2025-08-24 22:27:48,Keep up the good work!,1,tablet,34.86296369738066,True,305,0
don_000247,41.8,2025-08-26 07:24:25,Great cause! Happy to help.,1,mobile,484.9980952374174,False,278,0
don_000248,16.93,2025-08-08 04:01:21,For a better tomorrow.,1,desktop,11.185973867236932,True,237,0
don_000249,52.07,2025-08-03 06:52:11,Great cause! Happy to help.,1,tablet,735.7244612919284,False,248,0
don_000250,17.01,2025-08-25 04:15:48,Keep up the good work!,2,mobile,300.18102421227144,False,277,0
don_000251,316.52,2025-08-04 09:56:12,Keep up the good work!,0,tablet,791.9083503186541,True,128,0
don_000252,9.72,2025-08-09 13:06:07,Keep up the good work!,0,tablet,570.4979103686202,False,133,0
don_000253,77.48,2025-08-03 20:26:00,Great cause! Happy to help.,1,desktop,1506.5772031925546,False,255,0
don_000254,25.36,2025-08-29 09:51:59,Great cause! Happy to help.,3,desktop,160.25086503344062,False,200,0
don_000255,8.36,2025-08-03 19:46:49,Hope this makes a difference.,3,tablet,119.83004068942896,False,51,0
don_000256,36.2,2025-08-11 22:37:57,Great cause! Happy to help.,2,desktop,1724.0411706004004,False,262,0
don_000257,25.15,2025-08-20 03:01:58,Keep up the good work!,0,tablet,1014.8427523649552,False,260,0
don_000258,77.42,2025-08-06 08:16:41,Hope this makes a difference.,3,tablet,16.533456674992856,False,233,0
don_000259,78.81,2025-08-28 04:19:12,Hope this makes a difference.,3,desktop,62.389582087004015,False,67,0
don_000260,51.93,2025-08-12 11:27:43,,1,desktop,338.23800670466545,False,304,0
don_000261,13.34,2025-08-28 15:05:23,Keep up the good work!,0,tablet,436.1027161624753,True,361,0
don_000262,90.81,2025-08-29 09:15:55,Keep up the good work!,1,tablet,5.8442930254654515,False,202,0
don_000263,15.13,2025-08-02 10:54:09,For a better tomorrow.,0,desktop,249.1962485428586,False,75,0
don_000264,643.38,2025-08-04 12:07:04,Hope this makes a difference.,1,mobile,983.4937522015512,False,249,0
don_000265,18.26,2025-08-20 21:01:57,,1,desktop,327.4509207510541,False,181,0
don_000266,24.14,2025-08-28 20:37:40,Keep up the good work!,1,mobile,345.4629781045037,True,277,0
don_000267,20.41,2025-08-27 23:08:14,,3,mobile,197.60491799893006,True,100,0
don_000268,11.57,2025-08-25 21:41:10,Hope this makes a difference.,1,desktop,40.91884480404362,False,186,0
don_000269,34.65,2025-08-15 21:11:52,Great cause! Happy to help.,1,mobile,419.1337019590604,False,187,0
don_000270,108.49,2025-08-13 04:24:51,For a better tomorrow.,0,tablet,91.65056756753847,False,184,0
don_000271,69.96,2025-08-10 10:34:46,Great cause! Happy to help.,0,mobile,505.8920573520652,True,333,0
